INFO:root:Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', epochs=3, epsilon=1e-06, gpu=None, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=3, task_name='LCQMC', warmup_ratio=0.1)
INFO:root:processing dataset...
WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/batchify/batchify.py:235: UserWarning: Padding value is not given and will be set automatically to 0 in data.batchify.Pad(). Please check whether this is intended (e.g. value of padding index in the vocabulary).
  'Padding value is not given and will be set automatically to 0 '

WARNING:py.warnings:/cluster/home/it_stu116/.local/lib/python3.7/site-packages/gluonnlp/data/sampler.py:352: UserWarning: Some buckets are empty and will be removed. Unused bucket keys=[116]
  str(unused_bucket_keys))

INFO:root:Now we are doing BERT classification training on cpu(0)!
[12:55:45] src/base.cc:49: GPU context requested, but no GPUs found.
INFO:root:[Epoch 1 Batch 6470/7467] loss=0.2161, lr=0.0000174, metrics:accuracy:0.8971
INFO:root:[Epoch 1 Batch 6480/7467] loss=0.1803, lr=0.0000174, metrics:accuracy:0.8971
INFO:root:[Epoch 1 Batch 6490/7467] loss=0.2164, lr=0.0000174, metrics:accuracy:0.8972
INFO:root:[Epoch 1 Batch 6500/7467] loss=0.2170, lr=0.0000174, metrics:accuracy:0.8972
INFO:root:[Epoch 1 Batch 6510/7467] loss=0.2471, lr=0.0000174, metrics:accuracy:0.8972
INFO:root:[Epoch 1 Batch 6520/7467] loss=0.2561, lr=0.0000174, metrics:accuracy:0.8972
INFO:root:[Epoch 1 Batch 6530/7467] loss=0.2239, lr=0.0000174, metrics:accuracy:0.8973
INFO:root:[Epoch 1 Batch 6540/7467] loss=0.1980, lr=0.0000174, metrics:accuracy:0.8973
INFO:root:[Epoch 1 Batch 6550/7467] loss=0.1919, lr=0.0000173, metrics:accuracy:0.8973
INFO:root:[Epoch 1 Batch 6560/7467] loss=0.2381, lr=0.0000173, metrics:accuracy:0.8973
INFO:root:[Epoch 1 Batch 6570/7467] loss=0.2263, lr=0.0000173, metrics:accuracy:0.8973
INFO:root:[Epoch 1 Batch 6580/7467] loss=0.1669, lr=0.0000173, metrics:accuracy:0.8974
INFO:root:[Epoch 1 Batch 6590/7467] loss=0.2291, lr=0.0000173, metrics:accuracy:0.8974
INFO:root:[Epoch 1 Batch 6600/7467] loss=0.2396, lr=0.0000173, metrics:accuracy:0.8974
INFO:root:[Epoch 1 Batch 6610/7467] loss=0.1979, lr=0.0000173, metrics:accuracy:0.8974
INFO:root:[Epoch 1 Batch 6620/7467] loss=0.2145, lr=0.0000173, metrics:accuracy:0.8974
INFO:root:[Epoch 1 Batch 6630/7467] loss=0.2103, lr=0.0000173, metrics:accuracy:0.8975
INFO:root:[Epoch 1 Batch 6640/7467] loss=0.2127, lr=0.0000173, metrics:accuracy:0.8975
INFO:root:[Epoch 1 Batch 6650/7467] loss=0.2131, lr=0.0000173, metrics:accuracy:0.8975
INFO:root:[Epoch 1 Batch 6660/7467] loss=0.1874, lr=0.0000173, metrics:accuracy:0.8976
INFO:root:[Epoch 1 Batch 6670/7467] loss=0.1655, lr=0.0000173, metrics:accuracy:0.8977
INFO:root:[Epoch 1 Batch 6680/7467] loss=0.1141, lr=0.0000172, metrics:accuracy:0.8977
INFO:root:[Epoch 1 Batch 6690/7467] loss=0.2020, lr=0.0000172, metrics:accuracy:0.8978
INFO:root:[Epoch 1 Batch 6700/7467] loss=0.2341, lr=0.0000172, metrics:accuracy:0.8978
INFO:root:[Epoch 1 Batch 6710/7467] loss=0.2293, lr=0.0000172, metrics:accuracy:0.8978
INFO:root:[Epoch 1 Batch 6720/7467] loss=0.2141, lr=0.0000172, metrics:accuracy:0.8978
INFO:root:[Epoch 1 Batch 6730/7467] loss=0.2067, lr=0.0000172, metrics:accuracy:0.8978
INFO:root:[Epoch 1 Batch 6740/7467] loss=0.2109, lr=0.0000172, metrics:accuracy:0.8979
INFO:root:[Epoch 1 Batch 6750/7467] loss=0.2240, lr=0.0000172, metrics:accuracy:0.8979
INFO:root:[Epoch 1 Batch 6760/7467] loss=0.2637, lr=0.0000172, metrics:accuracy:0.8979
INFO:root:[Epoch 1 Batch 6770/7467] loss=0.2303, lr=0.0000172, metrics:accuracy:0.8979
INFO:root:[Epoch 1 Batch 6780/7467] loss=0.2064, lr=0.0000172, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6790/7467] loss=0.2530, lr=0.0000172, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6800/7467] loss=0.2145, lr=0.0000172, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6810/7467] loss=0.2066, lr=0.0000172, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6820/7467] loss=0.2396, lr=0.0000171, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6830/7467] loss=0.2356, lr=0.0000171, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6840/7467] loss=0.2135, lr=0.0000171, metrics:accuracy:0.8980
INFO:root:[Epoch 1 Batch 6850/7467] loss=0.1846, lr=0.0000171, metrics:accuracy:0.8981
INFO:root:[Epoch 1 Batch 6860/7467] loss=0.1913, lr=0.0000171, metrics:accuracy:0.8981
INFO:root:[Epoch 1 Batch 6870/7467] loss=0.2229, lr=0.0000171, metrics:accuracy:0.8981
INFO:root:[Epoch 1 Batch 6880/7467] loss=0.2016, lr=0.0000171, metrics:accuracy:0.8981
INFO:root:[Epoch 1 Batch 6890/7467] loss=0.2324, lr=0.0000171, metrics:accuracy:0.8982
INFO:root:[Epoch 1 Batch 6900/7467] loss=0.1825, lr=0.0000171, metrics:accuracy:0.8982
INFO:root:[Epoch 1 Batch 6910/7467] loss=0.2320, lr=0.0000171, metrics:accuracy:0.8982
INFO:root:[Epoch 1 Batch 6920/7467] loss=0.1672, lr=0.0000171, metrics:accuracy:0.8983
INFO:root:[Epoch 1 Batch 6930/7467] loss=0.1802, lr=0.0000171, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6940/7467] loss=0.2410, lr=0.0000171, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6950/7467] loss=0.2074, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6960/7467] loss=0.1921, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6970/7467] loss=0.2218, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6980/7467] loss=0.2250, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 6990/7467] loss=0.1662, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7000/7467] loss=0.3252, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 7010/7467] loss=0.1816, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7020/7467] loss=0.2351, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7030/7467] loss=0.2463, lr=0.0000170, metrics:accuracy:0.8984
INFO:root:[Epoch 1 Batch 7040/7467] loss=0.2048, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7050/7467] loss=0.2880, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7060/7467] loss=0.1952, lr=0.0000170, metrics:accuracy:0.8985
INFO:root:[Epoch 1 Batch 7070/7467] loss=0.1842, lr=0.0000170, metrics:accuracy:0.8986
INFO:root:[Epoch 1 Batch 7080/7467] loss=0.1994, lr=0.0000170, metrics:accuracy:0.8986
INFO:root:[Epoch 1 Batch 7090/7467] loss=0.2452, lr=0.0000169, metrics:accuracy:0.8986
INFO:root:[Epoch 1 Batch 7100/7467] loss=0.2014, lr=0.0000169, metrics:accuracy:0.8986
INFO:root:[Epoch 1 Batch 7110/7467] loss=0.1824, lr=0.0000169, metrics:accuracy:0.8987
INFO:root:[Epoch 1 Batch 7120/7467] loss=0.1976, lr=0.0000169, metrics:accuracy:0.8987
INFO:root:[Epoch 1 Batch 7130/7467] loss=0.1872, lr=0.0000169, metrics:accuracy:0.8987
INFO:root:[Epoch 1 Batch 7140/7467] loss=0.1747, lr=0.0000169, metrics:accuracy:0.8987
INFO:root:[Epoch 1 Batch 7150/7467] loss=0.2036, lr=0.0000169, metrics:accuracy:0.8988
INFO:root:[Epoch 1 Batch 7160/7467] loss=0.1607, lr=0.0000169, metrics:accuracy:0.8988
INFO:root:[Epoch 1 Batch 7170/7467] loss=0.2227, lr=0.0000169, metrics:accuracy:0.8989
INFO:root:[Epoch 1 Batch 7180/7467] loss=0.1464, lr=0.0000169, metrics:accuracy:0.8989
INFO:root:[Epoch 1 Batch 7190/7467] loss=0.2515, lr=0.0000169, metrics:accuracy:0.8989
INFO:root:[Epoch 1 Batch 7200/7467] loss=0.1774, lr=0.0000169, metrics:accuracy:0.8990
INFO:root:[Epoch 1 Batch 7210/7467] loss=0.2319, lr=0.0000169, metrics:accuracy:0.8990
INFO:root:[Epoch 1 Batch 7220/7467] loss=0.2474, lr=0.0000168, metrics:accuracy:0.8990
INFO:root:[Epoch 1 Batch 7230/7467] loss=0.1884, lr=0.0000168, metrics:accuracy:0.8990
INFO:root:[Epoch 1 Batch 7240/7467] loss=0.1904, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7250/7467] loss=0.2033, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7260/7467] loss=0.1891, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7270/7467] loss=0.2029, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7280/7467] loss=0.2097, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7290/7467] loss=0.2378, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7300/7467] loss=0.2275, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7310/7467] loss=0.2488, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7320/7467] loss=0.2224, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7330/7467] loss=0.2413, lr=0.0000168, metrics:accuracy:0.8991
INFO:root:[Epoch 1 Batch 7340/7467] loss=0.2181, lr=0.0000168, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7350/7467] loss=0.2255, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7360/7467] loss=0.2536, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7370/7467] loss=0.2315, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7380/7467] loss=0.1968, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7390/7467] loss=0.2437, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7400/7467] loss=0.2436, lr=0.0000167, metrics:accuracy:0.8992
INFO:root:[Epoch 1 Batch 7410/7467] loss=0.2059, lr=0.0000167, metrics:accuracy:0.8993
INFO:root:[Epoch 1 Batch 7420/7467] loss=0.1695, lr=0.0000167, metrics:accuracy:0.8993
INFO:root:[Epoch 1 Batch 7430/7467] loss=0.2712, lr=0.0000167, metrics:accuracy:0.8993
INFO:root:[Epoch 1 Batch 7440/7467] loss=0.1865, lr=0.0000167, metrics:accuracy:0.8994
INFO:root:[Epoch 1 Batch 7450/7467] loss=0.2131, lr=0.0000167, metrics:accuracy:0.8994
INFO:root:[Epoch 1 Batch 7460/7467] loss=0.2558, lr=0.0000167, metrics:accuracy:0.8994
INFO:root:Now we are doing evaluation on dev with cpu(0).
INFO:root:[Batch 10/1101] loss=0.2765, metrics:accuracy:0.8750
INFO:root:[Batch 20/1101] loss=0.4376, metrics:accuracy:0.8313
INFO:root:[Batch 30/1101] loss=0.2520, metrics:accuracy:0.8583
INFO:root:[Batch 40/1101] loss=0.3863, metrics:accuracy:0.8594
INFO:root:[Batch 50/1101] loss=0.2830, metrics:accuracy:0.8725
INFO:root:[Batch 60/1101] loss=0.2924, metrics:accuracy:0.8729
INFO:root:[Batch 70/1101] loss=0.2894, metrics:accuracy:0.8750
INFO:root:[Batch 80/1101] loss=0.2731, metrics:accuracy:0.8766
INFO:root:[Batch 90/1101] loss=0.2985, metrics:accuracy:0.8778
INFO:root:[Batch 100/1101] loss=0.2764, metrics:accuracy:0.8788
INFO:root:[Batch 110/1101] loss=0.3298, metrics:accuracy:0.8750
INFO:root:[Batch 120/1101] loss=0.2817, metrics:accuracy:0.8760
INFO:root:[Batch 130/1101] loss=0.4485, metrics:accuracy:0.8712
INFO:root:[Batch 140/1101] loss=0.4331, metrics:accuracy:0.8679
INFO:root:[Batch 150/1101] loss=0.2746, metrics:accuracy:0.8683
INFO:root:[Batch 160/1101] loss=0.2046, metrics:accuracy:0.8711
INFO:root:[Batch 170/1101] loss=0.3179, metrics:accuracy:0.8684
INFO:root:[Batch 180/1101] loss=0.5623, metrics:accuracy:0.8646
INFO:root:[Batch 190/1101] loss=0.3951, metrics:accuracy:0.8638
INFO:root:[Batch 200/1101] loss=0.3305, metrics:accuracy:0.8644
INFO:root:[Batch 210/1101] loss=0.2068, metrics:accuracy:0.8667
INFO:root:[Batch 220/1101] loss=0.2276, metrics:accuracy:0.8693
INFO:root:[Batch 230/1101] loss=0.3728, metrics:accuracy:0.8674
INFO:root:[Batch 240/1101] loss=0.4487, metrics:accuracy:0.8661
INFO:root:[Batch 250/1101] loss=0.2787, metrics:accuracy:0.8670
INFO:root:[Batch 260/1101] loss=0.2633, metrics:accuracy:0.8678
INFO:root:[Batch 270/1101] loss=0.2597, metrics:accuracy:0.8690
INFO:root:[Batch 280/1101] loss=0.2825, metrics:accuracy:0.8688
INFO:root:[Batch 290/1101] loss=0.3535, metrics:accuracy:0.8685
INFO:root:[Batch 300/1101] loss=0.2862, metrics:accuracy:0.8683
INFO:root:[Batch 310/1101] loss=0.4390, metrics:accuracy:0.8669
INFO:root:[Batch 320/1101] loss=0.3562, metrics:accuracy:0.8660
INFO:root:[Batch 330/1101] loss=0.2925, metrics:accuracy:0.8667
INFO:root:[Batch 340/1101] loss=0.1667, metrics:accuracy:0.8691
INFO:root:[Batch 350/1101] loss=0.4151, metrics:accuracy:0.8686
INFO:root:[Batch 360/1101] loss=0.2561, metrics:accuracy:0.8688
INFO:root:[Batch 370/1101] loss=0.5046, metrics:accuracy:0.8669
INFO:root:[Batch 380/1101] loss=0.2554, metrics:accuracy:0.8671
INFO:root:[Batch 390/1101] loss=0.3093, metrics:accuracy:0.8676
INFO:root:[Batch 400/1101] loss=0.2776, metrics:accuracy:0.8684
INFO:root:[Batch 410/1101] loss=0.2539, metrics:accuracy:0.8686
INFO:root:[Batch 420/1101] loss=0.3694, metrics:accuracy:0.8685
INFO:root:[Batch 430/1101] loss=0.3581, metrics:accuracy:0.8677
INFO:root:[Batch 440/1101] loss=0.2085, metrics:accuracy:0.8685
INFO:root:[Batch 450/1101] loss=0.2264, metrics:accuracy:0.8689
INFO:root:[Batch 460/1101] loss=0.4168, metrics:accuracy:0.8682
INFO:root:[Batch 470/1101] loss=0.4746, metrics:accuracy:0.8670
INFO:root:[Batch 480/1101] loss=0.4444, metrics:accuracy:0.8656
INFO:root:[Batch 490/1101] loss=0.3137, metrics:accuracy:0.8663
INFO:root:[Batch 500/1101] loss=0.2908, metrics:accuracy:0.8665
INFO:root:[Batch 510/1101] loss=0.2727, metrics:accuracy:0.8669
INFO:root:[Batch 520/1101] loss=0.3880, metrics:accuracy:0.8663
INFO:root:[Batch 530/1101] loss=0.1772, metrics:accuracy:0.8670
INFO:root:[Batch 540/1101] loss=0.3129, metrics:accuracy:0.8676
INFO:root:[Batch 550/1101] loss=0.2776, metrics:accuracy:0.8680
INFO:root:[Batch 560/1101] loss=0.3316, metrics:accuracy:0.8683
INFO:root:[Batch 570/1101] loss=0.1975, metrics:accuracy:0.8691
INFO:root:[Batch 580/1101] loss=0.4456, metrics:accuracy:0.8685
INFO:root:[Batch 590/1101] loss=0.3200, metrics:accuracy:0.8693
INFO:root:[Batch 600/1101] loss=0.4514, metrics:accuracy:0.8685
INFO:root:[Batch 610/1101] loss=0.3221, metrics:accuracy:0.8689
INFO:root:[Batch 620/1101] loss=0.2803, metrics:accuracy:0.8692
INFO:root:[Batch 630/1101] loss=0.3763, metrics:accuracy:0.8690
INFO:root:[Batch 640/1101] loss=0.3690, metrics:accuracy:0.8693
INFO:root:[Batch 650/1101] loss=0.3771, metrics:accuracy:0.8692
INFO:root:[Batch 660/1101] loss=0.2022, metrics:accuracy:0.8697
INFO:root:[Batch 670/1101] loss=0.2912, metrics:accuracy:0.8701
INFO:root:[Batch 680/1101] loss=0.2712, metrics:accuracy:0.8699
INFO:root:[Batch 690/1101] loss=0.4409, metrics:accuracy:0.8696
INFO:root:[Batch 700/1101] loss=0.4155, metrics:accuracy:0.8691
INFO:root:[Batch 710/1101] loss=0.3014, metrics:accuracy:0.8694
INFO:root:[Batch 720/1101] loss=0.4305, metrics:accuracy:0.8686
INFO:root:[Batch 730/1101] loss=0.2668, metrics:accuracy:0.8688
INFO:root:[Batch 740/1101] loss=0.3261, metrics:accuracy:0.8689
INFO:root:[Batch 750/1101] loss=0.2522, metrics:accuracy:0.8692
INFO:root:[Batch 760/1101] loss=0.2611, metrics:accuracy:0.8692
INFO:root:[Batch 770/1101] loss=0.4454, metrics:accuracy:0.8683
INFO:root:[Batch 780/1101] loss=0.4464, metrics:accuracy:0.8679
INFO:root:[Batch 790/1101] loss=0.3623, metrics:accuracy:0.8680
INFO:root:[Batch 800/1101] loss=0.3488, metrics:accuracy:0.8686
INFO:root:[Batch 810/1101] loss=0.3277, metrics:accuracy:0.8687
INFO:root:[Batch 820/1101] loss=0.3816, metrics:accuracy:0.8686
INFO:root:[Batch 830/1101] loss=0.2953, metrics:accuracy:0.8688
INFO:root:[Batch 840/1101] loss=0.4426, metrics:accuracy:0.8680
INFO:root:[Batch 850/1101] loss=0.4883, metrics:accuracy:0.8672
INFO:root:[Batch 860/1101] loss=0.3205, metrics:accuracy:0.8676
INFO:root:[Batch 870/1101] loss=0.3641, metrics:accuracy:0.8674
INFO:root:[Batch 880/1101] loss=0.2496, metrics:accuracy:0.8678
INFO:root:[Batch 890/1101] loss=0.3561, metrics:accuracy:0.8680
INFO:root:[Batch 900/1101] loss=0.5166, metrics:accuracy:0.8667
INFO:root:[Batch 910/1101] loss=0.2285, metrics:accuracy:0.8672
INFO:root:[Batch 920/1101] loss=0.2342, metrics:accuracy:0.8671
INFO:root:[Batch 930/1101] loss=0.3673, metrics:accuracy:0.8667
INFO:root:[Batch 940/1101] loss=0.4532, metrics:accuracy:0.8665
INFO:root:[Batch 950/1101] loss=0.2267, metrics:accuracy:0.8672
INFO:root:[Batch 960/1101] loss=0.1870, metrics:accuracy:0.8676
INFO:root:[Batch 970/1101] loss=0.3082, metrics:accuracy:0.8679
INFO:root:[Batch 980/1101] loss=0.2849, metrics:accuracy:0.8682
INFO:root:[Batch 990/1101] loss=0.4814, metrics:accuracy:0.8679
INFO:root:[Batch 1000/1101] loss=0.3799, metrics:accuracy:0.8679
INFO:root:[Batch 1010/1101] loss=0.2445, metrics:accuracy:0.8684
INFO:root:[Batch 1020/1101] loss=0.4772, metrics:accuracy:0.8678
INFO:root:[Batch 1030/1101] loss=0.3228, metrics:accuracy:0.8680
INFO:root:[Batch 1040/1101] loss=0.2912, metrics:accuracy:0.8677
INFO:root:[Batch 1050/1101] loss=0.3841, metrics:accuracy:0.8675
INFO:root:[Batch 1060/1101] loss=0.3713, metrics:accuracy:0.8672
INFO:root:[Batch 1070/1101] loss=0.1607, metrics:accuracy:0.8680
INFO:root:[Batch 1080/1101] loss=0.3360, metrics:accuracy:0.8683
INFO:root:[Batch 1090/1101] loss=0.3310, metrics:accuracy:0.8685
INFO:root:[Batch 1100/1101] loss=0.3107, metrics:accuracy:0.8685
INFO:root:validation metrics:accuracy:0.8686
INFO:root:Time cost=379.62s, throughput=23.20 samples/s
INFO:root:params saved in: ./output_dir/model_bert_LCQMC_0.params
INFO:root:Time cost=29218.66s
INFO:root:[Epoch 2 Batch 10/7467] loss=0.1456, lr=0.0000167, metrics:accuracy:0.9437
INFO:root:[Epoch 2 Batch 20/7467] loss=0.1563, lr=0.0000166, metrics:accuracy:0.9422
INFO:root:[Epoch 2 Batch 30/7467] loss=0.1840, lr=0.0000166, metrics:accuracy:0.9396
INFO:root:[Epoch 2 Batch 40/7467] loss=0.1815, lr=0.0000166, metrics:accuracy:0.9406
INFO:root:[Epoch 2 Batch 50/7467] loss=0.1633, lr=0.0000166, metrics:accuracy:0.9406
INFO:root:[Epoch 2 Batch 60/7467] loss=0.0968, lr=0.0000166, metrics:accuracy:0.9437
INFO:root:[Epoch 2 Batch 70/7467] loss=0.1821, lr=0.0000166, metrics:accuracy:0.9411
INFO:root:[Epoch 2 Batch 80/7467] loss=0.0939, lr=0.0000166, metrics:accuracy:0.9437
INFO:root:[Epoch 2 Batch 90/7467] loss=0.1906, lr=0.0000166, metrics:accuracy:0.9413
INFO:root:[Epoch 2 Batch 100/7467] loss=0.2093, lr=0.0000166, metrics:accuracy:0.9400
INFO:root:[Epoch 2 Batch 110/7467] loss=0.1619, lr=0.0000166, metrics:accuracy:0.9389
INFO:root:[Epoch 2 Batch 120/7467] loss=0.1450, lr=0.0000166, metrics:accuracy:0.9388
INFO:root:[Epoch 2 Batch 130/7467] loss=0.1491, lr=0.0000166, metrics:accuracy:0.9399
INFO:root:[Epoch 2 Batch 140/7467] loss=0.1868, lr=0.0000166, metrics:accuracy:0.9388
INFO:root:[Epoch 2 Batch 150/7467] loss=0.1948, lr=0.0000166, metrics:accuracy:0.9383
INFO:root:[Epoch 2 Batch 160/7467] loss=0.2384, lr=0.0000165, metrics:accuracy:0.9352
INFO:root:[Epoch 2 Batch 170/7467] loss=0.1753, lr=0.0000165, metrics:accuracy:0.9340
INFO:root:[Epoch 2 Batch 180/7467] loss=0.1632, lr=0.0000165, metrics:accuracy:0.9339
INFO:root:[Epoch 2 Batch 190/7467] loss=0.1808, lr=0.0000165, metrics:accuracy:0.9336
INFO:root:[Epoch 2 Batch 200/7467] loss=0.1645, lr=0.0000165, metrics:accuracy:0.9339
INFO:root:[Epoch 2 Batch 210/7467] loss=0.2001, lr=0.0000165, metrics:accuracy:0.9335
INFO:root:[Epoch 2 Batch 220/7467] loss=0.2190, lr=0.0000165, metrics:accuracy:0.9327
INFO:root:[Epoch 2 Batch 230/7467] loss=0.1539, lr=0.0000165, metrics:accuracy:0.9332
INFO:root:[Epoch 2 Batch 240/7467] loss=0.1656, lr=0.0000165, metrics:accuracy:0.9335
INFO:root:[Epoch 2 Batch 250/7467] loss=0.2184, lr=0.0000165, metrics:accuracy:0.9333
INFO:root:[Epoch 2 Batch 260/7467] loss=0.1910, lr=0.0000165, metrics:accuracy:0.9332
INFO:root:[Epoch 2 Batch 270/7467] loss=0.1097, lr=0.0000165, metrics:accuracy:0.9345
INFO:root:[Epoch 2 Batch 280/7467] loss=0.1601, lr=0.0000165, metrics:accuracy:0.9347
INFO:root:[Epoch 2 Batch 290/7467] loss=0.1548, lr=0.0000164, metrics:accuracy:0.9351
INFO:root:[Epoch 2 Batch 300/7467] loss=0.1599, lr=0.0000164, metrics:accuracy:0.9351
INFO:root:[Epoch 2 Batch 310/7467] loss=0.1972, lr=0.0000164, metrics:accuracy:0.9348
INFO:root:[Epoch 2 Batch 320/7467] loss=0.2115, lr=0.0000164, metrics:accuracy:0.9344
INFO:root:[Epoch 2 Batch 330/7467] loss=0.1420, lr=0.0000164, metrics:accuracy:0.9348
INFO:root:[Epoch 2 Batch 340/7467] loss=0.1913, lr=0.0000164, metrics:accuracy:0.9342
INFO:root:[Epoch 2 Batch 350/7467] loss=0.1923, lr=0.0000164, metrics:accuracy:0.9338
INFO:root:[Epoch 2 Batch 360/7467] loss=0.1263, lr=0.0000164, metrics:accuracy:0.9345
INFO:root:[Epoch 2 Batch 370/7467] loss=0.1124, lr=0.0000164, metrics:accuracy:0.9355
INFO:root:[Epoch 2 Batch 380/7467] loss=0.2027, lr=0.0000164, metrics:accuracy:0.9352
INFO:root:[Epoch 2 Batch 390/7467] loss=0.2009, lr=0.0000164, metrics:accuracy:0.9353
INFO:root:[Epoch 2 Batch 400/7467] loss=0.1528, lr=0.0000164, metrics:accuracy:0.9353
INFO:root:[Epoch 2 Batch 410/7467] loss=0.1867, lr=0.0000164, metrics:accuracy:0.9351
INFO:root:[Epoch 2 Batch 420/7467] loss=0.2167, lr=0.0000164, metrics:accuracy:0.9348
INFO:root:[Epoch 2 Batch 430/7467] loss=0.1971, lr=0.0000163, metrics:accuracy:0.9345
INFO:root:[Epoch 2 Batch 440/7467] loss=0.1853, lr=0.0000163, metrics:accuracy:0.9344
INFO:root:[Epoch 2 Batch 450/7467] loss=0.1507, lr=0.0000163, metrics:accuracy:0.9348
INFO:root:[Epoch 2 Batch 460/7467] loss=0.1607, lr=0.0000163, metrics:accuracy:0.9349
INFO:root:[Epoch 2 Batch 470/7467] loss=0.2449, lr=0.0000163, metrics:accuracy:0.9346
INFO:root:[Epoch 2 Batch 480/7467] loss=0.1985, lr=0.0000163, metrics:accuracy:0.9341
INFO:root:[Epoch 2 Batch 490/7467] loss=0.2216, lr=0.0000163, metrics:accuracy:0.9335
INFO:root:[Epoch 2 Batch 500/7467] loss=0.1804, lr=0.0000163, metrics:accuracy:0.9334
INFO:root:[Epoch 2 Batch 510/7467] loss=0.1947, lr=0.0000163, metrics:accuracy:0.9333
INFO:root:[Epoch 2 Batch 520/7467] loss=0.1759, lr=0.0000163, metrics:accuracy:0.9331
INFO:root:[Epoch 2 Batch 530/7467] loss=0.1943, lr=0.0000163, metrics:accuracy:0.9327
INFO:root:[Epoch 2 Batch 540/7467] loss=0.1726, lr=0.0000163, metrics:accuracy:0.9325
INFO:root:[Epoch 2 Batch 550/7467] loss=0.1628, lr=0.0000163, metrics:accuracy:0.9324
INFO:root:[Epoch 2 Batch 560/7467] loss=0.2119, lr=0.0000162, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 570/7467] loss=0.1059, lr=0.0000162, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 580/7467] loss=0.1294, lr=0.0000162, metrics:accuracy:0.9327
INFO:root:[Epoch 2 Batch 590/7467] loss=0.2039, lr=0.0000162, metrics:accuracy:0.9326
INFO:root:[Epoch 2 Batch 600/7467] loss=0.2268, lr=0.0000162, metrics:accuracy:0.9322
INFO:root:[Epoch 2 Batch 610/7467] loss=0.1720, lr=0.0000162, metrics:accuracy:0.9323
INFO:root:[Epoch 2 Batch 620/7467] loss=0.2163, lr=0.0000162, metrics:accuracy:0.9319
INFO:root:[Epoch 2 Batch 630/7467] loss=0.1878, lr=0.0000162, metrics:accuracy:0.9320
INFO:root:[Epoch 2 Batch 640/7467] loss=0.2156, lr=0.0000162, metrics:accuracy:0.9316
INFO:root:[Epoch 2 Batch 650/7467] loss=0.1542, lr=0.0000162, metrics:accuracy:0.9315
INFO:root:[Epoch 2 Batch 660/7467] loss=0.1453, lr=0.0000162, metrics:accuracy:0.9315
INFO:root:[Epoch 2 Batch 670/7467] loss=0.2214, lr=0.0000162, metrics:accuracy:0.9313
